Username,ID,Trial,Question,Type,RT,Response
w10068374CG,13la3l8qp7,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,14990,Smooth
w10068374CG,13la3l8qp7,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,7281,Naive
w10068374CG,13la3l8qp7,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,11382,5
w10068374CG,13la3l8qp7,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,8932,"Yes haha"
w10068374CG,13la3l8qp7,5,"Which of the following problems did you have?",Checkbox,8276,reload
w10022351_jam,csfpk7whub,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,13430,Smooth
w10022351_jam,csfpk7whub,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,5254,Naive
w10022351_jam,csfpk7whub,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,4782,1
w10022351_jam,csfpk7whub,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,11862,"Listening to a podcast"
w10022351_jam,csfpk7whub,5,"Which of the following problems did you have?",Checkbox,6525,none
w980000_lf,5iqf61ok6f,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,7919,Smooth
w980000_lf,5iqf61ok6f,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,5525,Naive
w980000_lf,5iqf61ok6f,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,9395,2
w980000_lf,5iqf61ok6f,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,6789,No
w980000_lf,5iqf61ok6f,5,"Which of the following problems did you have?",Checkbox,6722,none
w10089076_AG,dn2tw7qhld,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,11115,ExcludeMe
w10089076_AG,dn2tw7qhld,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,5525,Naive
w10089076_AG,dn2tw7qhld,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,5463,1
w10089076_AG,dn2tw7qhld,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,12205,"on my phone"
w10089076_AG,dn2tw7qhld,5,"Which of the following problems did you have?",Checkbox,8898,none
w10065817_CEB,opx3i7by7w,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,10813,MinorBumps
w10065817_CEB,opx3i7by7w,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,5037,Naive
w10065817_CEB,opx3i7by7w,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,8901,3
w10065817_CEB,opx3i7by7w,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,9259,"Listening to music"
w10065817_CEB,opx3i7by7w,5,"Which of the following problems did you have?",Checkbox,7469,none
w995669_AML,7y573dzooc,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,12820,MinorBumps
w995669_AML,7y573dzooc,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,7247,Naive
w995669_AML,7y573dzooc,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,8810,5
w995669_AML,7y573dzooc,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,17253,"Actually nothing"
w995669_AML,7y573dzooc,5,"Which of the following problems did you have?",Checkbox,12199,none
w10030814_cms,y9j7oel6i2,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,5031,Smooth
w10030814_cms,y9j7oel6i2,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,6601,Naive
w10030814_cms,y9j7oel6i2,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,7057,5
w10030814_cms,y9j7oel6i2,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,21238,"Quiet Music in the background"
w10030814_cms,y9j7oel6i2,5,"Which of the following problems did you have?",Checkbox,5369,none
905158TA,owhcr7ur6j,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,6166,Smooth
905158TA,owhcr7ur6j,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,8553,Naive
905158TA,owhcr7ur6j,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,7824,6
905158TA,owhcr7ur6j,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,7050,NO
