Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle
0,Instruct,-,5,"In this section, you will be presented with a series of word pairs.",Initial_Instruct,Instruct1
0,Instruct,-,5,"As you study, you will be asked to count the total number of vowels (a, e, i, o, u) within the two words. Please note that y is not considered a vowel.",,Instruct13
0,Instruct,-,10,"For  example, if you are given the pair CAT - DOG, CAT has one vowel and DOG has one vowel. The correct response would be 2 (1 + 1 = 2). After typing the number, you will press ENTER to move to the next pair.",,Instruct14
0,Instruct,User,-,You will now begin the study. Press Enter when you are ready to begin.,,Instruct16
92,VC,User,-,,Study/JOL,BUFFER
93,VC,User,-,,Study/JOL,BUFFER
94,VC,User,-,,Study/JOL,BUFFER
95,VC,User,-,,Study/JOL,BUFFER
96,VC,User,-,,Study/JOL,BUFFER
97,VC,User,-,,Study/JOL,Study Phase
98,VC,User,-,,Study/JOL,Study Phase
99,VC,User,-,,Study/JOL,Study Phase
100,VC,User,-,,Study/JOL,Study Phase
101,VC,User,-,,Study/JOL,Study Phase
102,VC,User,-,,Study/JOL,Study Phase
103,VC,User,-,,Study/JOL,Study Phase
104,VC,User,-,,Study/JOL,Study Phase
105,VC,User,-,,Study/JOL,Study Phase
106,VC,User,-,,Study/JOL,Study Phase
107,VC,User,-,,Study/JOL,Study Phase
108,VC,User,-,,Study/JOL,Study Phase
109,VC,User,-,,Study/JOL,Study Phase
110,VC,User,-,,Study/JOL,Study Phase
111,VC,User,-,,Study/JOL,Study Phase
112,VC,User,-,,Study/JOL,Study Phase
113,VC,User,-,,Study/JOL,Study Phase
114,VC,User,-,,Study/JOL,Study Phase
115,VC,User,-,,Study/JOL,Study Phase
116,VC,User,-,,Study/JOL,Study Phase
117,VC,User,-,,Study/JOL,Study Phase
118,VC,User,-,,Study/JOL,Study Phase
119,VC,User,-,,Study/JOL,Study Phase
120,VC,User,-,,Study/JOL,Study Phase
121,VC,User,-,,Study/JOL,Study Phase
122,VC,User,-,,Study/JOL,Study Phase
123,VC,User,-,,Study/JOL,Study Phase
124,VC,User,-,,Study/JOL,Study Phase
125,VC,User,-,,Study/JOL,Study Phase
126,VC,User,-,,Study/JOL,Study Phase
127,VC,User,-,,Study/JOL,Study Phase
128,VC,User,-,,Study/JOL,Study Phase
129,VC,User,-,,Study/JOL,Study Phase
130,VC,User,-,,Study/JOL,Study Phase
131,VC,User,-,,Study/JOL,Study Phase
132,VC,User,-,,Study/JOL,Study Phase
133,VC,User,-,,Study/JOL,Study Phase
134,VC,User,-,,Study/JOL,Study Phase
135,VC,User,-,,Study/JOL,Study Phase
136,VC,User,-,,Study/JOL,Study Phase
137,VC,User,-,,Study/JOL,Study Phase
138,VC,User,-,,Study/JOL,Study Phase
139,VC,User,-,,Study/JOL,Study Phase
140,VC,User,-,,Study/JOL,Study Phase
141,VC,User,-,,Study/JOL,Study Phase
142,VC,User,-,,Study/JOL,Study Phase
143,VC,User,-,,Study/JOL,Study Phase
144,VC,User,-,,Study/JOL,Study Phase
145,VC,User,-,,Study/JOL,Study Phase
146,VC,User,-,,Study/JOL,Study Phase
147,VC,User,-,,Study/JOL,Study Phase
148,VC,User,-,,Study/JOL,Study Phase
149,VC,User,-,,Study/JOL,Study Phase
150,VC,User,-,,Study/JOL,Study Phase
151,VC,User,-,,Study/JOL,Study Phase
152,VC,User,-,,Study/JOL,Study Phase
153,VC,User,-,,Study/JOL,Study Phase
154,VC,User,-,,Study/JOL,Study Phase
155,VC,User,-,,Study/JOL,Study Phase
156,VC,User,-,,Study/JOL,Study Phase
157,VC,User,-,,Study/JOL,Study Phase
158,VC,User,-,,Study/JOL,Study Phase
159,VC,User,-,,Study/JOL,Study Phase
160,VC,User,-,,Study/JOL,Study Phase
161,VC,User,-,,Study/JOL,Study Phase
162,VC,User,-,,Study/JOL,Study Phase
163,VC,User,-,,Study/JOL,Study Phase
164,VC,User,-,,Study/JOL,Study Phase
165,VC,User,-,,Study/JOL,Study Phase
166,VC,User,-,,Study/JOL,Study Phase
167,VC,User,-,,Study/JOL,Study Phase
168,VC,User,-,,Study/JOL,Study Phase
169,VC,User,-,,Study/JOL,Study Phase
170,VC,User,-,,Study/JOL,Study Phase
171,VC,User,-,,Study/JOL,Study Phase
172,VC,User,-,,Study/JOL,Study Phase
173,VC,User,-,,Study/JOL,Study Phase
174,VC,User,-,,Study/JOL,Study Phase
175,VC,User,-,,Study/JOL,Study Phase
176,VC,User,-,,Study/JOL,Study Phase
177,VC,User,-,,Study/JOL,BUFFER2
178,VC,User,-,,Study/JOL,BUFFER2
179,VC,User,-,,Study/JOL,BUFFER2
180,VC,User,-,,Study/JOL,BUFFER2
181,VC,User,-,,Study/JOL,BUFFER2
0,Instruct,User,-,You have completed this section. Please press Enter.,Filler_Instruction,Instruct2
0,FreeRecall,120,120,Please list the 50 US states in alphabetical order. The task will automatically advance to the next screen after two minutes.,,Filler1
0,Instruct,-,10,"You will now be presented with the first word from each of the previously studied item pairs. Please type the missing word. If you do not know the word, you may guess or press Enter to skip forward to the next pair.",,Instruct3
97,Test,User,-,,Recall,Recall1
98,Test,User,-,,Recall,Recall1
99,Test,User,-,,Recall,Recall1
100,Test,User,-,,Recall,Recall1
101,Test,User,-,,Recall,Recall1
102,Test,User,-,,Recall,Recall1
103,Test,User,-,,Recall,Recall1
104,Test,User,-,,Recall,Recall1
105,Test,User,-,,Recall,Recall1
106,Test,User,-,,Recall,Recall1
