Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle
0,Instruct,-,5,"In this section, you will be presented with a series of word pairs.",Initial_Instruct,Instruct1
0,Instruct,-,5,"As you study, you will be asked to count the total number of vowels (a, e, i, o, u) within the two words. Please note that y is not considered a vowel.",,Instruct13
0,Instruct,-,10,"For  example, if you are given the pair CAT - DOG, CAT has one vowel and DOG has one vowel. The correct response would be 2 (1 + 1 = 2). After typing the number, you will press ENTER to move to the next pair.",,Instruct14
0,Instruct,User,-,You will now begin the study. Press Enter when you are ready to begin.,,Instruct16
2,VC,User,-,,Study/JOL,BUFFER
3,VC,User,-,,Study/JOL,BUFFER
4,VC,User,-,,Study/JOL,BUFFER
5,VC,User,-,,Study/JOL,BUFFER
6,VC,User,-,,Study/JOL,BUFFER
7,VC,User,-,,Study/JOL,Study Phase
8,VC,User,-,,Study/JOL,Study Phase
9,VC,User,-,,Study/JOL,Study Phase
10,VC,User,-,,Study/JOL,Study Phase
11,VC,User,-,,Study/JOL,Study Phase
12,VC,User,-,,Study/JOL,Study Phase
13,VC,User,-,,Study/JOL,Study Phase
14,VC,User,-,,Study/JOL,Study Phase
15,VC,User,-,,Study/JOL,Study Phase
16,VC,User,-,,Study/JOL,Study Phase
17,VC,User,-,,Study/JOL,Study Phase
18,VC,User,-,,Study/JOL,Study Phase
19,VC,User,-,,Study/JOL,Study Phase
20,VC,User,-,,Study/JOL,Study Phase
21,VC,User,-,,Study/JOL,Study Phase
22,VC,User,-,,Study/JOL,Study Phase
23,VC,User,-,,Study/JOL,Study Phase
24,VC,User,-,,Study/JOL,Study Phase
25,VC,User,-,,Study/JOL,Study Phase
26,VC,User,-,,Study/JOL,Study Phase
27,VC,User,-,,Study/JOL,Study Phase
28,VC,User,-,,Study/JOL,Study Phase
29,VC,User,-,,Study/JOL,Study Phase
30,VC,User,-,,Study/JOL,Study Phase
31,VC,User,-,,Study/JOL,Study Phase
32,VC,User,-,,Study/JOL,Study Phase
33,VC,User,-,,Study/JOL,Study Phase
34,VC,User,-,,Study/JOL,Study Phase
35,VC,User,-,,Study/JOL,Study Phase
36,VC,User,-,,Study/JOL,Study Phase
37,VC,User,-,,Study/JOL,Study Phase
38,VC,User,-,,Study/JOL,Study Phase
39,VC,User,-,,Study/JOL,Study Phase
40,VC,User,-,,Study/JOL,Study Phase
41,VC,User,-,,Study/JOL,Study Phase
42,VC,User,-,,Study/JOL,Study Phase
43,VC,User,-,,Study/JOL,Study Phase
44,VC,User,-,,Study/JOL,Study Phase
45,VC,User,-,,Study/JOL,Study Phase
46,VC,User,-,,Study/JOL,Study Phase
47,VC,User,-,,Study/JOL,Study Phase
48,VC,User,-,,Study/JOL,Study Phase
49,VC,User,-,,Study/JOL,Study Phase
50,VC,User,-,,Study/JOL,Study Phase
51,VC,User,-,,Study/JOL,Study Phase
52,VC,User,-,,Study/JOL,Study Phase
53,VC,User,-,,Study/JOL,Study Phase
54,VC,User,-,,Study/JOL,Study Phase
55,VC,User,-,,Study/JOL,Study Phase
56,VC,User,-,,Study/JOL,Study Phase
57,VC,User,-,,Study/JOL,Study Phase
58,VC,User,-,,Study/JOL,Study Phase
59,VC,User,-,,Study/JOL,Study Phase
60,VC,User,-,,Study/JOL,Study Phase
61,VC,User,-,,Study/JOL,Study Phase
62,VC,User,-,,Study/JOL,Study Phase
63,VC,User,-,,Study/JOL,Study Phase
64,VC,User,-,,Study/JOL,Study Phase
65,VC,User,-,,Study/JOL,Study Phase
66,VC,User,-,,Study/JOL,Study Phase
67,VC,User,-,,Study/JOL,Study Phase
68,VC,User,-,,Study/JOL,Study Phase
69,VC,User,-,,Study/JOL,Study Phase
70,VC,User,-,,Study/JOL,Study Phase
71,VC,User,-,,Study/JOL,Study Phase
72,VC,User,-,,Study/JOL,Study Phase
73,VC,User,-,,Study/JOL,Study Phase
74,VC,User,-,,Study/JOL,Study Phase
75,VC,User,-,,Study/JOL,Study Phase
76,VC,User,-,,Study/JOL,Study Phase
77,VC,User,-,,Study/JOL,Study Phase
78,VC,User,-,,Study/JOL,Study Phase
79,VC,User,-,,Study/JOL,Study Phase
80,VC,User,-,,Study/JOL,Study Phase
81,VC,User,-,,Study/JOL,Study Phase
82,VC,User,-,,Study/JOL,Study Phase
83,VC,User,-,,Study/JOL,Study Phase
84,VC,User,-,,Study/JOL,Study Phase
85,VC,User,-,,Study/JOL,Study Phase
86,VC,User,-,,Study/JOL,Study Phase
87,VC,User,-,,Study/JOL,BUFFER2
88,VC,User,-,,Study/JOL,BUFFER2
89,VC,User,-,,Study/JOL,BUFFER2
90,VC,User,-,,Study/JOL,BUFFER2
91,VC,User,-,,Study/JOL,BUFFER2
0,Instruct,User,-,You have completed this section. Please press Enter.,Filler_Instruction,Instruct2
0,FreeRecall,120,120,Please list the 50 US states in alphabetical order. The task will automatically advance to the next screen after two minutes.,,Filler1
0,Instruct,-,10,"You will now be presented with the first word from each of the previously studied item pairs. Please type the missing word. If you do not know the word, you may guess or press Enter to skip forward to the next pair.",,Instruct3
7,Test,User,-,,Recall,Recall1
8,Test,User,-,,Recall,Recall1
9,Test,User,-,,Recall,Recall1
10,Test,User,-,,Recall,Recall1
11,Test,User,-,,Recall,Recall1
12,Test,User,-,,Recall,Recall1
13,Test,User,-,,Recall,Recall1
14,Test,User,-,,Recall,Recall1
15,Test,User,-,,Recall,Recall1
16,Test,User,-,,Recall,Recall1
