"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","VC.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"w10054968",2,"Version B","BLOW","WIND","Study1","S",5764,2,4014,"",0,0
"w10063994",2,"Version B","BLOW","WIND","Study1","S",4420,2,3148,"fish",25,0
"10010801",2,"Version B","BRIDGE","WATER","Study1","F",3549,4,1855,"water",100,100
"992842",2,"Version B","BRIDGE","WATER","Study1","F",6159,4,2641,"Water",100,100
"w10039021",2,"Version B","BRIDGE","WATER","Study1","F",3200,4,4548,"london",0,0
"w10054968",2,"Version B","BRIDGE","WATER","Study1","F",754332,4,3518,"",0,0
"w10063994",2,"Version B","BRIDGE","WATER","Study1","F",6306,4,4465,"Cross",20,0
"10010801",2,"Version B","BUG","WASP","Study1","B",2181,2,3889,"spray",44.444444444444,0
"992842",2,"Version B","BUG","WASP","Study1","B",3150,2,3142,"Juice",0,0
"w10039021",2,"Version B","BUG","WASP","Study1","B",2814,2,3609,"bite",0,0
"w10054968",2,"Version B","BUG","WASP","Study1","B",6953,2,2688,"",0,0
"w10063994",2,"Version B","BUG","WASP","Study1","B",23535,2,3309,"",0,0
"10010801",2,"Version B","CASH","WOULD","Study1","U",3403,3,1737,"app",0,0
"992842",2,"Version B","CASH","WOULD","Study1","U",6033,3,3659,"Money",20,0
"w10039021",2,"Version B","CASH","WOULD","Study1","U",3957,3,5240,"",0,0
"w10054968",2,"Version B","CASH","WOULD","Study1","U",5144,3,20457,"",0,0
"w10063994",2,"Version B","CASH","WOULD","Study1","U",8491,3,3441,"Money",20,0
"10010801",2,"Version B","CHISEL","HAMMER","Study1","F",2944,4,2855,"chin",20,0
"992842",2,"Version B","CHISEL","HAMMER","Study1","F",896,NA,3913,"Chimney",46.153846153846,0
"w10039021",2,"Version B","CHISEL","HAMMER","Study1","F",3484,4,8701,"saw",22.222222222222,0
"w10054968",2,"Version B","CHISEL","HAMMER","Study1","F",110848,4,931,"",0,0
"w10063994",2,"Version B","CHISEL","HAMMER","Study1","F",7901,4,4516,"Art",44.444444444444,0
"10010801",2,"Version B","CIRCLE","ROUND","Study1","S",3831,4,2680,"friends",50,0
"992842",2,"Version B","CIRCLE","ROUND","Study1","S",6240,4,2994,"Circus",36.363636363636,0
"w10039021",2,"Version B","CIRCLE","ROUND","Study1","S",3605,4,3185,"round",100,100
"w10054968",2,"Version B","CIRCLE","ROUND","Study1","S",39658,4,2007,"",0,0
"w10063994",2,"Version B","CIRCLE","ROUND","Study1","S",8012,4,8584,"Square",18.181818181818,0
"10010801",2,"Version B","CLOTHES","ATTIRE","Study1","B",3339,5,1783,"line",40,0
"992842",2,"Version B","CLOTHES","ATTIRE","Study1","B",6615,5,4998,"Fashion",30.769230769231,0
"w10039021",2,"Version B","CLOTHES","ATTIRE","Study1","B",3934,5,3884,"shoes",18.181818181818,0
"w10054968",2,"Version B","CLOTHES","ATTIRE","Study1","B",15037,5,3173,"",0,0
"w10063994",2,"Version B","CLOTHES","ATTIRE","Study1","B",6712,5,22803,"Apparel",46.153846153846,0
"10010801",2,"Version B","CREDIT","CARD","Study1","F",2846,3,2150,"card",100,100
"992842",2,"Version B","CREDIT","CARD","Study1","F",8357,3,2105,"Card",100,100
"w10039021",2,"Version B","CREDIT","CARD","Study1","F",2540,3,3956,"score",44.444444444444,0
"w10054968",2,"Version B","CREDIT","CARD","Study1","F",7097,3,2858,"card",100,100
"w10063994",2,"Version B","CREDIT","CARD","Study1","F",4167,3,1787,"Car",85.714285714286,100
"10010801",2,"Version B","DARK","CAVE","Study1","B",2072,3,1878,"skin",0,0
"992842",2,"Version B","DARK","CAVE","Study1","B",3269,3,3849,"Dreams",20,0
"w10039021",2,"Version B","DARK","CAVE","Study1","B",1849,NA,4378,"light",0,0
"w10054968",2,"Version B","DARK","CAVE","Study1","B",5799,3,4229,"",0,0
"w10063994",2,"Version B","DARK","CAVE","Study1","B",12115,3,2056,"Light",0,0
"10010801",2,"Version B","DEATH","BUSINESS","Study1","U",3348,5,1949,"life",33.333333333333,0
"992842",2,"Version B","DEATH","BUSINESS","Study1","U",6062,5,6642,"",0,0
"w10039021",2,"Version B","DEATH","BUSINESS","Study1","U",21402,5,2045,"life",33.333333333333,0
"w10054968",2,"Version B","DEATH","BUSINESS","Study1","U",6976,5,1397,"",0,0
"w10063994",2,"Version B","DEATH","BUSINESS","Study1","U",6807,5,2258,"Life",33.333333333333,0
"10010801",2,"Version B","DEBATE","SIGHT","Study1","U",2564,4,5085,"cancel",0,0
"992842",2,"Version B","DEBATE","SIGHT","Study1","U",4890,4,7955,"Argument",30.769230769231,0
"w10039021",2,"Version B","DEBATE","SIGHT","Study1","U",2997,4,6706,"argue",20,0
"w10054968",2,"Version B","DEBATE","SIGHT","Study1","U",11125,4,1324,"",0,0
"w10063994",2,"Version B","DEBATE","SIGHT","Study1","U",6236,4,4348,"Argue",20,0
"10010801",2,"Version B","DELINQUENT","BAD","Study1","F",3633,5,3815,"criminal",18.181818181818,0
"992842",2,"Version B","DELINQUENT","BAD","Study1","F",6144,5,4142,"Juvenile",0,0
"w10039021",2,"Version B","DELINQUENT","BAD","Study1","F",3933,5,887,"",0,0
"w10054968",2,"Version B","DELINQUENT","BAD","Study1","F",8558,5,4816,"bad",100,100
"w10063994",2,"Version B","DELINQUENT","BAD","Study1","F",6867,5,2779,"Bad",100,100
"10010801",2,"Version B","DIETARY","SACKING","Study1","U",3313,5,3940,"plan",36.363636363636,0
"992842",2,"Version B","DIETARY","SACKING","Study1","U",4908,5,3289,"Food",0,0
"w10039021",2,"Version B","DIETARY","SACKING","Study1","U",5568,5,1543,"",0,0
"w10054968",2,"Version B","DIETARY","SACKING","Study1","U",41568,5,715,"",0,0
"w10063994",2,"Version B","DIETARY","SACKING","Study1","U",6527,5,4574,"Eat",20,0
"10010801",2,"Version B","DIGESTION","STOMACH","Study1","F",9901,6,2159,"diet",18.181818181818,0
"992842",2,"Version B","DIGESTION","STOMACH","Study1","F",8871,6,3339,"Kidney",0,0
"w10039021",2,"Version B","DIGESTION","STOMACH","Study1","F",5259,6,4198,"ingest",30.769230769231,0
"w10054968",2,"Version B","DIGESTION","STOMACH","Study1","F",8751,6,6119,"",0,0
"w10063994",2,"Version B","DIGESTION","STOMACH","Study1","F",8410,6,3376,"Stomach",100,100
"10010801",2,"Version B","DISCOVER","FLOOR","Study1","U",3093,5,3467,"world",40,0
"992842",2,"Version B","DISCOVER","FLOOR","Study1","U",5411,5,4285,"Find",22.222222222222,0
"w10039021",2,"Version B","DISCOVER","FLOOR","Study1","U",3780,5,9525,"",0,0
"w10054968",2,"Version B","DISCOVER","FLOOR","Study1","U",5355,5,3398,"",0,0
"w10063994",2,"Version B","DISCOVER","FLOOR","Study1","U",5591,6,2130,"Find",22.222222222222,0
"10010801",2,"Version B","DISCUSSION","TALK","Study1","F",3183,5,4953,"board",22.222222222222,0
"992842",2,"Version B","DISCUSSION","TALK","Study1","F",5707,5,4754,"Group",0,0
"w10039021",2,"Version B","DISCUSSION","TALK","Study1","F",6175,5,2295,"board",22.222222222222,0
"w10054968",2,"Version B","DISCUSSION","TALK","Study1","F",11309,5,2397,"",0,0
"w10063994",2,"Version B","DISCUSSION","TALK","Study1","F",14467,5,2742,"Talk",100,100
"10010801",2,"Version B","DRINK","SIP","Study1","B",2777,2,2815,"water",0,0
"992842",2,"Version B","DRINK","SIP","Study1","B",4617,2,4758,"Alcohol",0,0
"w10039021",2,"Version B","DRINK","SIP","Study1","B",1953,2,5162,"si[",66.666666666667,0
"w10054968",2,"Version B","DRINK","SIP","Study1","B",3920,2,4921,"",0,0
"w10063994",2,"Version B","DRINK","SIP","Study1","B",7720,2,10094,"liquid",22.222222222222,0
"10010801",2,"Version B","DUE","ASSIGNMENT","Study1","S",4079,5,1547,"date",28.571428571429,0
"992842",2,"Version B","DUE","ASSIGNMENT","Study1","S",5628,5,3054,"Dare",28.571428571429,0
"w10039021",2,"Version B","DUE","ASSIGNMENT","Study1","S",3482,4,2030,"date",28.571428571429,0
"w10054968",2,"Version B","DUE","ASSIGNMENT","Study1","S",39956,5,2624,"",0,0
"w10063994",2,"Version B","DUE","ASSIGNMENT","Study1","S",7254,5,4745,"Assignment",100,100
"10010801",2,"Version B","DUMP","WASTE","Study1","S",2846,3,3051,"fill",0,0
"992842",2,"Version B","DUMP","WASTE","Study1","S",4424,3,3418,"Trash",40,0
"w10039021",2,"Version B","DUMP","WASTE","Study1","S",2303,3,2600,"pile",22.222222222222,0
"w10054968",2,"Version B","DUMP","WASTE","Study1","S",12236,3,1124,"",0,0
"w10063994",2,"Version B","DUMP","WASTE","Study1","S",6831,3,4997,"",0,0
"10010801",2,"Version B","EDITOR","NEWS","Study1","F",3428,4,2775,"choice",20,0
"992842",2,"Version B","EDITOR","NEWS","Study1","F",5605,4,5153,"Newspaper",61.538461538462,0
"w10039021",2,"Version B","EDITOR","NEWS","Study1","F",3338,4,2930,"writer",20,0
"w10054968",2,"Version B","EDITOR","NEWS","Study1","F",4978,4,802,"",0,0
"w10063994",2,"Version B","EDITOR","NEWS","Study1","F",5361,4,6617,"Writer",20,0
"10010801",2,"Version B","FIRE","BLAZE","Study1","B",2774,4,4064,"extinguisher",11.764705882353,0
"992842",2,"Version B","FIRE","BLAZE","Study1","B",363,NA,3974,"Alarm",40,0
"w10039021",2,"Version B","FIRE","BLAZE","Study1","B",14346,4,2168,"ice",25,0
"w10054968",2,"Version B","FIRE","BLAZE","Study1","B",5141,4,4026,"",0,0
"w10063994",2,"Version B","FIRE","BLAZE","Study1","B",5071,4,2282,"Burn",22.222222222222,0
"10010801",2,"Version B","FIX","HAND","Study1","U",1742,2,2371,"repair",20,0
"992842",2,"Version B","FIX","HAND","Study1","U",4370,2,1929,"",0,0
"w10039021",2,"Version B","FIX","HAND","Study1","U",1822,2,4388,"repair",20,0
"w10054968",2,"Version B","FIX","HAND","Study1","U",4387,2,3007,"",0,0
"w10063994",2,"Version B","FIX","HAND","Study1","U",4036,2,5138,"break",22.222222222222,0
"10010801",2,"Version B","FULL","ENOUGH","Study1","B",2923,4,3985,"hunger",16.666666666667,100
"992842",2,"Version B","FULL","ENOUGH","Study1","B",5344,3,3174,"Cup",22.222222222222,0
"w10039021",2,"Version B","FULL","ENOUGH","Study1","B",3232,4,1940,"house",36.363636363636,0
"w10054968",2,"Version B","FULL","ENOUGH","Study1","B",5517,4,4787,"",0,0
"w10063994",2,"Version B","FULL","ENOUGH","Study1","B",13252,4,2762,"empty",18.181818181818,0
"10010801",2,"Version B","GEOLOGY","ROCK","Study1","F",3316,4,9073,"geography",15.384615384615,0
"992842",2,"Version B","GEOLOGY","ROCK","Study1","F",3676,4,10664,"i don't think these were the words i saw",9.0909090909091,0
"w10039021",2,"Version B","GEOLOGY","ROCK","Study1","F",3226,NA,2590,"",0,0
"w10054968",2,"Version B","GEOLOGY","ROCK","Study1","F",9595,4,6678,"rocks",88.888888888889,100
"w10063994",2,"Version B","GEOLOGY","ROCK","Study1","F",7129,4,2517,"Rock",100,100
"10010801",2,"Version B","GREAT","FANTASTIC","Study1","B",3132,5,3897,"depression",21.052631578947,0
"992842",2,"Version B","GREAT","FANTASTIC","Study1","B",7999,5,3873,"Fantastic",100,100
"w10039021",2,"Version B","GREAT","FANTASTIC","Study1","B",4648,5,2901,"amazing",37.5,0
"w10054968",2,"Version B","GREAT","FANTASTIC","Study1","B",8901,5,3386,"",0,0
"w10063994",2,"Version B","GREAT","FANTASTIC","Study1","B",11128,5,4828,"Terrible",23.529411764706,0
"10010801",2,"Version B","GRILL","BAR","Study1","S",2600,2,3138,"master",44.444444444444,0
"992842",2,"Version B","GRILL","BAR","Study1","S",379,NA,4691,"Bbq",33.333333333333,0
"w10039021",2,"Version B","GRILL","BAR","Study1","S",2796,2,5079,"",0,0
"w10054968",2,"Version B","GRILL","BAR","Study1","S",32871,2,2226,"",0,0
"w10063994",2,"Version B","GRILL","BAR","Study1","S",3588,2,3545,"",0,0
"10010801",2,"Version B","HAPPY","CAR","Study1","U",2272,2,1642,"sad",33.333333333333,0
"992842",2,"Version B","HAPPY","CAR","Study1","U",4456,2,3035,"Face",28.571428571429,0
"w10039021",2,"Version B","HAPPY","CAR","Study1","U",10529,2,2441,"angry",50,0
"w10054968",2,"Version B","HAPPY","CAR","Study1","U",2942,2,4475,"car",100,100
"w10063994",2,"Version B","HAPPY","CAR","Study1","U",4560,2,2274,"Sad",33.333333333333,0
"10010801",2,"Version B","HEIGHT","GROWTH","Study1","B",2700,3,4134,"short",18.181818181818,0
"992842",2,"Version B","HEIGHT","GROWTH","Study1","B",4565,3,3698,"Tall",20,0
"w10039021",2,"Version B","HEIGHT","GROWTH","Study1","B",3313,3,4450,"length",50,0
"w10054968",2,"Version B","HEIGHT","GROWTH","Study1","B",16581,3,5361,"tall",20,0
"w10063994",2,"Version B","HEIGHT","GROWTH","Study1","B",19395,3,3658,"Tall",20,0
"10010801",2,"Version B","HERD","COW","Study1","F",3157,2,3855,"cattle",22.222222222222,0
"992842",2,"Version B","HERD","COW","Study1","F",3160,2,2530,"Cows",85.714285714286,100
"w10039021",2,"Version B","HERD","COW","Study1","F",1941,2,2919,"",0,0
"w10054968",2,"Version B","HERD","COW","Study1","F",4611,2,4546,"cow",100,100
"w10063994",2,"Version B","HERD","COW","Study1","F",4881,2,3171,"Cow",100,100
"10010801",2,"Version B","HIDE","SICK","Study1","U",1966,3,3128,"fear",0,0
"992842",2,"Version B","HIDE","SICK","Study1","U",3384,3,2410,"Seek",50,0
"w10039021",2,"Version B","HIDE","SICK","Study1","U",2684,3,3018,"seek",50,0
"w10054968",2,"Version B","HIDE","SICK","Study1","U",9626,3,10178,"",0,0
"w10063994",2,"Version B","HIDE","SICK","Study1","U",3382,3,6019,"Scare",44.444444444444,0
"10010801",2,"Version B","HONEY","BEE","Study1","S",2841,4,1778,"bee",100,100
"992842",2,"Version B","HONEY","BEE","Study1","S",3087,4,2196,"Bees",85.714285714286,100
"w10039021",2,"Version B","HONEY","BEE","Study1","S",3591,4,1672,"bee",100,100
"w10054968",2,"Version B","HONEY","BEE","Study1","S",8977,4,4438,"",0,0
"w10063994",2,"Version B","HONEY","BEE","Study1","S",4103,4,2229,"Bee",100,100
"10010801",2,"Version B","HORNET","STING","Study1","F",5638,3,2376,"bee",0,0
"992842",2,"Version B","HORNET","STING","Study1","F",1849,NA,3825,"Bee",0,0
"w10039021",2,"Version B","HORNET","STING","Study1","F",5523,3,2152,"bee",0,0
"w10054968",2,"Version B","HORNET","STING","Study1","F",21203,3,4909,"sting",100,100
"w10063994",2,"Version B","HORNET","STING","Study1","F",11675,3,3846,"Bug",25,0
"10010801",2,"Version B","HOT","CHILI","Study1","B",1918,3,1563,"cold",44.444444444444,0
"992842",2,"Version B","HOT","CHILI","Study1","B",8777,3,2351,"Fire",22.222222222222,0
"w10039021",2,"Version B","HOT","CHILI","Study1","B",2549,3,2530,"cold",44.444444444444,0
"w10054968",2,"Version B","HOT","CHILI","Study1","B",12178,3,5027,"",0,0
"w10063994",2,"Version B","HOT","CHILI","Study1","B",4490,3,2487,"Cold",44.444444444444,0
"10010801",2,"Version B","HUNGER","FAMINE","Study1","B",3594,5,2927,"thirst",16.666666666667,0
"992842",2,"Version B","HUNGER","FAMINE","Study1","B",4395,5,3143,"Food",20,0
"w10039021",2,"Version B","HUNGER","FAMINE","Study1","B",3708,5,17814,"thirst",16.666666666667,0
"w10054968",2,"Version B","HUNGER","FAMINE","Study1","B",13697,5,16380,"starvation ",37.5,0
"w10063994",2,"Version B","HUNGER","FAMINE","Study1","B",18010,5,4369,"Food",20,0
"10010801",2,"Version B","HYGIENE","CLEAN","Study1","F",2474,5,3017,"germs",20,0
"992842",2,"Version B","HYGIENE","CLEAN","Study1","F",5465,5,4872,"Clean",100,100
"w10039021",2,"Version B","HYGIENE","CLEAN","Study1","F",4750,5,3604,"clean",100,100
"w10054968",2,"Version B","HYGIENE","CLEAN","Study1","F",4949,5,5530,"",0,0
"w10063994",2,"Version B","HYGIENE","CLEAN","Study1","F",9769,5,4044,"",0,0
"10010801",2,"Version B","KEY","LATCH","Study1","B",1958,2,2627,"glock",40,0
"992842",2,"Version B","KEY","LATCH","Study1","B",4524,2,4245,"Lock",44.444444444444,0
"w10039021",2,"Version B","KEY","LATCH","Study1","B",5487,2,7321,"board",20,0
"w10054968",2,"Version B","KEY","LATCH","Study1","B",4580,2,2635,"",0,0
"w10063994",2,"Version B","KEY","LATCH","Study1","B",6065,2,1388,"",0,0
"10010801",2,"Version B","KIDNEY","LIVER","Study1","S",2326,4,2895,"beans",20,0
"992842",2,"Version B","KIDNEY","LIVER","Study1","S",3910,4,3384,"Liver",100,100
"w10039021",2,"Version B","KIDNEY","LIVER","Study1","S",3756,4,1857,"stone",20,0
"w10054968",2,"Version B","KIDNEY","LIVER","Study1","S",23633,4,728,"",0,0
"w10063994",2,"Version B","KIDNEY","LIVER","Study1","S",6377,4,3902,"Liver",100,100
"10010801",2,"Version B","KING","VASE","Study1","U",3415,3,2029,"bed",28.571428571429,0
"992842",2,"Version B","KING","VASE","Study1","U",4429,3,4498,"Queen",22.222222222222,0
"w10039021",2,"Version B","KING","VASE","Study1","U",4808,3,2197,"queen",22.222222222222,0
"w10054968",2,"Version B","KING","VASE","Study1","U",4529,3,780,"",0,0
"w10063994",2,"Version B","KING","VASE","Study1","U",5791,3,2527,"Queen",22.222222222222,0
"10010801",2,"Version B","LAW","ATTORNEY","Study1","B",3240,4,1820,"order",46.153846153846,0
"992842",2,"Version B","LAW","ATTORNEY","Study1","B",525,NA,3756,"Attorney",100,100
"w10039021",2,"Version B","LAW","ATTORNEY","Study1","B",3082,4,5644,"",0,0
"w10054968",2,"Version B","LAW","ATTORNEY","Study1","B",8103,4,7444,"Justice ",26.666666666667,0
"w10063994",2,"Version B","LAW","ATTORNEY","Study1","B",12379,4,5156,"Judge",15.384615384615,0
"10010801",2,"Version B","LETTUCE","SALAD","Study1","S",2761,5,3949,"iceberg",0,0
"992842",2,"Version B","LETTUCE","SALAD","Study1","S",5124,5,4230,"Tomota",18.181818181818,0
"w10039021",2,"Version B","LETTUCE","SALAD","Study1","S",3712,5,4585,"salad",100,100
"w10054968",2,"Version B","LETTUCE","SALAD","Study1","S",4916,5,2178,"",0,0
"w10063994",2,"Version B","LETTUCE","SALAD","Study1","S",11732,5,2886,"salad",100,100
"10010801",2,"Version B","LIFT","WOMAN","Study1","U",2389,3,2779,"carry",20,0
"992842",2,"Version B","LIFT","WOMAN","Study1","U",4149,3,3186,"Women",80,100
"w10039021",2,"Version B","LIFT","WOMAN","Study1","U",20455,3,2756,"weight",18.181818181818,0
"w10054968",2,"Version B","LIFT","WOMAN","Study1","U",5826,3,3968,"",0,0
"w10063994",2,"Version B","LIFT","WOMAN","Study1","U",6111,3,3042,"Drop",22.222222222222,0
"10010801",2,"Version B","LOCATION","SITE","Study1","S",2894,6,4856,"destination",13.333333333333,0
"992842",2,"Version B","LOCATION","SITE","Study1","S",5364,6,1097,"",0,0
"w10039021",2,"Version B","LOCATION","SITE","Study1","S",4811,6,7730,"address",18.181818181818,0
"w10054968",2,"Version B","LOCATION","SITE","Study1","S",5968,6,4298,"map",0,0
"w10063994",2,"Version B","LOCATION","SITE","Study1","S",8207,6,3032,"Place",22.222222222222,0
"10010801",2,"Version B","MACHINE","POSITION","Study1","U",3462,7,3508,"washable",12.5,0
"992842",2,"Version B","MACHINE","POSITION","Study1","U",7326,7,1721,"",0,0
"w10039021",2,"Version B","MACHINE","POSITION","Study1","U",4613,7,4679,"gun",18.181818181818,0
"w10054968",2,"Version B","MACHINE","POSITION","Study1","U",12868,7,1693,"",0,0
"w10063994",2,"Version B","MACHINE","POSITION","Study1","U",17096,6,5425,"Work",16.666666666667,0
"10010801",2,"Version B","MATH","DIVISION","Study1","B",3088,5,4307,"arithmitic",33.333333333333,0
"992842",2,"Version B","MATH","DIVISION","Study1","B",4478,4,2625,"",0,0
"w10039021",2,"Version B","MATH","DIVISION","Study1","B",8604,5,10263,"spelling",37.5,0
"w10054968",2,"Version B","MATH","DIVISION","Study1","B",26603,5,4987,"Division ",100,100
"w10063994",2,"Version B","MATH","DIVISION","Study1","B",5743,5,3675,"Class",15.384615384615,0
"10010801",2,"Version B","MEANING","DEFINITION","Study1","S",5762,8,1630,"life",14.285714285714,0
"992842",2,"Version B","MEANING","DEFINITION","Study1","S",6962,8,5165,"Definition",100,100
"w10039021",2,"Version B","MEANING","DEFINITION","Study1","S",6218,8,5384,"defintion",94.736842105263,100
"w10054968",2,"Version B","MEANING","DEFINITION","Study1","S",7858,8,3123,"",0,0
"w10063994",2,"Version B","MEANING","DEFINITION","Study1","S",19125,8,2163,"",0,0
"10010801",2,"Version B","NUMBER","AMOUNT","Study1","S",4035,5,3822,"odd",22.222222222222,0
"992842",2,"Version B","NUMBER","AMOUNT","Study1","S",9868,4,2585,"one",44.444444444444,0
"w10039021",2,"Version B","NUMBER","AMOUNT","Study1","S",6169,4,5103,"letter",16.666666666667,0
"w10054968",2,"Version B","NUMBER","AMOUNT","Study1","S",15124,5,3726,"",0,0
"w10063994",2,"Version B","NUMBER","AMOUNT","Study1","S",7633,5,3612,"Letter",16.666666666667,0
"10010801",2,"Version B","ORCHID","FLOWER","Study1","F",3435,4,2424,"apple",36.363636363636,0
"992842",2,"Version B","ORCHID","FLOWER","Study1","F",5943,4,2496,"Flower",100,100
"w10039021",2,"Version B","ORCHID","FLOWER","Study1","F",8207,4,2167,"Flower",100,100
"w10054968",2,"Version B","ORCHID","FLOWER","Study1","F",5190,4,817,"",0,0
"w10063994",2,"Version B","ORCHID","FLOWER","Study1","F",10185,4,2375,"Flower",100,100
"10010801",2,"Version B","PARK","HUNGRY","Study1","U",7282,2,3207,"recreation",12.5,0
"992842",2,"Version B","PARK","HUNGRY","Study1","U",8766,2,3513,"Place",0,0
"w10039021",2,"Version B","PARK","HUNGRY","Study1","U",3382,2,15310,"swing",36.363636363636,0
"w10054968",2,"Version B","PARK","HUNGRY","Study1","U",14152,2,1961,"",0,0
"w10063994",2,"Version B","PARK","HUNGRY","Study1","U",8192,2,3303,"Bench",18.181818181818,0
"10010801",2,"Version B","PAST","FUTURE","Study1","S",2886,4,5135,"present",30.769230769231,0
"992842",2,"Version B","PAST","FUTURE","Study1","S",8730,4,6821,"Present",30.769230769231,0
"w10039021",2,"Version B","PAST","FUTURE","Study1","S",2844,4,4932,"time",40,0
"w10054968",2,"Version B","PAST","FUTURE","Study1","S",5006,4,934,"",0,0
"w10063994",2,"Version B","PAST","FUTURE","Study1","S",5268,4,4320,"Present",30.769230769231,0
"10010801",2,"Version B","PAW","DOG","Study1","F",5205,2,2315,"patrol",22.222222222222,0
"992842",2,"Version B","PAW","DOG","Study1","F",3661,2,1795,"Dog",100,100
"w10039021",2,"Version B","PAW","DOG","Study1","F",3022,2,2394,"patrol",22.222222222222,0
"w10054968",2,"Version B","PAW","DOG","Study1","F",3369,2,4457,"dog",100,100
"w10063994",2,"Version B","PAW","DOG","Study1","F",3890,2,7546,"Animal",0,0
"10010801",2,"Version B","PLANE","PILOT","Study1","B",2867,4,2412,"crash",0,0
"992842",2,"Version B","PLANE","PILOT","Study1","B",3633,4,2751,"Crash",0,0
"w10039021",2,"Version B","PLANE","PILOT","Study1","B",2797,4,2872,"fly",25,0
"w10054968",2,"Version B","PLANE","PILOT","Study1","B",5479,4,2579,"",0,0
"w10063994",2,"Version B","PLANE","PILOT","Study1","B",5129,4,17460,"Pilot",100,100
"10010801",2,"Version B","POP","SODA","Study1","S",2674,3,2991,"culture",0,0
"992842",2,"Version B","POP","SODA","Study1","S",3351,2,2040,"Out",28.571428571429,0
"w10039021",2,"Version B","POP","SODA","Study1","S",2961,3,3826,"crackle",18.181818181818,0
"w10054968",2,"Version B","POP","SODA","Study1","S",3616,3,1375,"",0,0
"w10063994",2,"Version B","POP","SODA","Study1","S",3024,3,1791,"",0,0
"10010801",2,"Version B","PUSHER","CLUTTER","Study1","U",3834,4,2921,"pedal",16.666666666667,0
"992842",2,"Version B","PUSHER","CLUTTER","Study1","U",5376,4,1732,"",0,0
"w10039021",2,"Version B","PUSHER","CLUTTER","Study1","U",3685,4,1387,"",0,0
"w10054968",2,"Version B","PUSHER","CLUTTER","Study1","U",4910,4,1403,"",0,0
"w10063994",2,"Version B","PUSHER","CLUTTER","Study1","U",7787,4,6635,"Puller",46.153846153846,0
"10010801",2,"Version B","REVOLUTION","WAR","Study1","F",3026,6,3341,"period",22.222222222222,0
"992842",2,"Version B","REVOLUTION","WAR","Study1","F",5578,6,2758,"War",100,100
"w10039021",2,"Version B","REVOLUTION","WAR","Study1","F",5475,6,1780,"",0,0
"w10054968",2,"Version B","REVOLUTION","WAR","Study1","F",5783,6,2850,"",0,0
"w10063994",2,"Version B","REVOLUTION","WAR","Study1","F",6690,6,2750,"War",100,100
"10010801",2,"Version B","ROOT","PLANT","Study1","F",1877,3,2050,"beer",0,0
"992842",2,"Version B","ROOT","PLANT","Study1","F",4112,3,3508,"Plant",100,100
"w10039021",2,"Version B","ROOT","PLANT","Study1","F",2475,3,4823,"tree",22.222222222222,0
"w10054968",2,"Version B","ROOT","PLANT","Study1","F",5100,3,3463,"tree",22.222222222222,0
"w10063994",2,"Version B","ROOT","PLANT","Study1","F",7839,3,2199,"Tree",22.222222222222,0
"10010801",2,"Version B","SENTENCE","WORD","Study1","B",3431,4,2533,"fragment",16.666666666667,0
"992842",2,"Version B","SENTENCE","WORD","Study1","B",3840,4,4313,"Word",100,100
"w10039021",2,"Version B","SENTENCE","WORD","Study1","B",3582,4,5329,"fragment",16.666666666667,0
"w10054968",2,"Version B","SENTENCE","WORD","Study1","B",6022,4,1788,"",0,0
"w10063994",2,"Version B","SENTENCE","WORD","Study1","B",6981,4,2072,"Word",100,100
"10010801",2,"Version B","SHOE","FOOT","Study1","S",2060,4,1410,"lace",0,0
"992842",2,"Version B","SHOE","FOOT","Study1","S",4037,4,4308,"Lace",0,0
"w10039021",2,"Version B","SHOE","FOOT","Study1","S",2963,4,1998,"lace",0,0
"w10054968",2,"Version B","SHOE","FOOT","Study1","S",5917,4,5446,"",0,0
"w10063994",2,"Version B","SHOE","FOOT","Study1","S",3698,4,2165,"lace",0,0
"10010801",2,"Version B","SLEEP","DROWSY","Study1","B",2492,3,2933,"deprived",28.571428571429,0
"992842",2,"Version B","SLEEP","DROWSY","Study1","B",4178,3,4259,"Dream",36.363636363636,0
"w10039021",2,"Version B","SLEEP","DROWSY","Study1","B",2936,3,2184,"snore",18.181818181818,0
"w10054968",2,"Version B","SLEEP","DROWSY","Study1","B",6137,3,7454,"tired",18.181818181818,0
"w10063994",2,"Version B","SLEEP","DROWSY","Study1","B",9484,3,3243,"",0,0
"10010801",2,"Version B","SMELL","STENCH","Study1","B",2217,2,2014,"taste",54.545454545455,0
"992842",2,"Version B","SMELL","STENCH","Study1","B",4170,2,6146,"Inscence",57.142857142857,0
"w10039021",2,"Version B","SMELL","STENCH","Study1","B",5124,2,3352,"scent",54.545454545455,100
"w10054968",2,"Version B","SMELL","STENCH","Study1","B",46532,2,5293,"stink",54.545454545455,0
"w10063994",2,"Version B","SMELL","STENCH","Study1","B",9996,2,8254,"Terrible",28.571428571429,0
"10010801",2,"Version B","SOON","BELT","Study1","U",1927,3,1822,"near",25,0
"992842",2,"Version B","SOON","BELT","Study1","U",3149,3,4699,"Frequen",18.181818181818,0
"w10039021",2,"Version B","SOON","BELT","Study1","U",4124,3,3767,"later",44.444444444444,0
"w10054968",2,"Version B","SOON","BELT","Study1","U",4422,3,3682,"",0,0
