Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle
0,Instruct,-,5,"In this section, you will be presented with a series of word pairs.",Initial_Instruct,Instruct1
0,Instruct,-,10,"As you study, you will be asked to rate how often the words in each pair are used together.  Assume 100 college students from around the nation gave responses to each CUE (first) word.  How many of these 100 students do you think would have given the RESPONSE (second) word?",,Instruct13
0,Instruct,-,10,"For  example, if you are given the pair CAT - DOG, a rating of 0 indicates that DOG is not a commonly given response to the word CAT, while a score of 100 indicates that DOG would be a common response.",,Instruct14
0,Instruct,-,10,"When making your ratings, it is criticial that you use the full range of the scale. You will be disqualified for only giving ratings of 0 or 100! After making your rating, press Enter to advance to the next pair.",,Instruct15
0,Instruct,User,-,You will now begin the study. Press Enter when you are ready to begin.,,Instruct16
92,JAM,User,-,,Study/JOL,BUFFER
93,JAM,User,-,,Study/JOL,BUFFER
94,JAM,User,-,,Study/JOL,BUFFER
95,JAM,User,-,,Study/JOL,BUFFER
96,JAM,User,-,,Study/JOL,BUFFER
97,JAM,User,-,,Study/JOL,Study Phase
98,JAM,User,-,,Study/JOL,Study Phase
99,JAM,User,-,,Study/JOL,Study Phase
100,JAM,User,-,,Study/JOL,Study Phase
101,JAM,User,-,,Study/JOL,Study Phase
102,JAM,User,-,,Study/JOL,Study Phase
103,JAM,User,-,,Study/JOL,Study Phase
104,JAM,User,-,,Study/JOL,Study Phase
105,JAM,User,-,,Study/JOL,Study Phase
106,JAM,User,-,,Study/JOL,Study Phase
107,JAM,User,-,,Study/JOL,Study Phase
108,JAM,User,-,,Study/JOL,Study Phase
109,JAM,User,-,,Study/JOL,Study Phase
110,JAM,User,-,,Study/JOL,Study Phase
111,JAM,User,-,,Study/JOL,Study Phase
112,JAM,User,-,,Study/JOL,Study Phase
113,JAM,User,-,,Study/JOL,Study Phase
114,JAM,User,-,,Study/JOL,Study Phase
115,JAM,User,-,,Study/JOL,Study Phase
116,JAM,User,-,,Study/JOL,Study Phase
117,JAM,User,-,,Study/JOL,Study Phase
118,JAM,User,-,,Study/JOL,Study Phase
119,JAM,User,-,,Study/JOL,Study Phase
120,JAM,User,-,,Study/JOL,Study Phase
121,JAM,User,-,,Study/JOL,Study Phase
