Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle
0,Instruct,-,5,"In this section, you will be presented with a series of word pairs.",Initial_Instruct,Instruct1
0,Instruct,-,10,"As you study, you will be asked to rate how often the words in each pair are used together.  Assume 100 college students from around the nation gave responses to each CUE (first) word.  How many of these 100 students do you think would have given the RESPONSE (second) word?",,Instruct13
0,Instruct,-,10,"For  example, if you are given the pair CAT - DOG, a rating of 0 indicates that DOG is not a commonly given response to the word CAT, while a score of 100 indicates that DOG would be a common response.",,Instruct14
0,Instruct,-,10,"When making your ratings, it is criticial that you use the full range of the scale. You will be disqualified for only giving ratings of 0 or 100! After making your rating, press Enter to advance to the next pair.",,Instruct15
0,Instruct,User,-,You will now begin the study. Press Enter when you are ready to begin.,,Instruct16
2,JAM,User,-,,Study/JOL,BUFFER
3,JAM,User,-,,Study/JOL,BUFFER
4,JAM,User,-,,Study/JOL,BUFFER
5,JAM,User,-,,Study/JOL,BUFFER
6,JAM,User,-,,Study/JOL,BUFFER
7,JAM,User,-,,Study/JOL,Study Phase
8,JAM,User,-,,Study/JOL,Study Phase
9,JAM,User,-,,Study/JOL,Study Phase
10,JAM,User,-,,Study/JOL,Study Phase
11,JAM,User,-,,Study/JOL,Study Phase
12,JAM,User,-,,Study/JOL,Study Phase
13,JAM,User,-,,Study/JOL,Study Phase
14,JAM,User,-,,Study/JOL,Study Phase
15,JAM,User,-,,Study/JOL,Study Phase
16,JAM,User,-,,Study/JOL,Study Phase
17,JAM,User,-,,Study/JOL,Study Phase
18,JAM,User,-,,Study/JOL,Study Phase
19,JAM,User,-,,Study/JOL,Study Phase
20,JAM,User,-,,Study/JOL,Study Phase
21,JAM,User,-,,Study/JOL,Study Phase
22,JAM,User,-,,Study/JOL,Study Phase
23,JAM,User,-,,Study/JOL,Study Phase
24,JAM,User,-,,Study/JOL,Study Phase
25,JAM,User,-,,Study/JOL,Study Phase
26,JAM,User,-,,Study/JOL,Study Phase
27,JAM,User,-,,Study/JOL,Study Phase
28,JAM,User,-,,Study/JOL,Study Phase
29,JAM,User,-,,Study/JOL,Study Phase
30,JAM,User,-,,Study/JOL,Study Phase
31,JAM,User,-,,Study/JOL,Study Phase
