Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,1,2020-08-17T13:01:14-07:00,11.486196994781,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",,,,,,0,Instruct,-,10,"Please study each of the following word pairs. Remember that your memory will be tested! When finished, press Enter to move to the next pair.",Initial_Instruct,Instruct1,11174,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,2,2020-08-17T13:01:17-07:00,2.9953420162201,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",SHRIMP,FISH,BUFFER3,Buffer,93,93,Study,User,-,,Study/JOL,BUFFER,2537,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,3,2020-08-17T13:01:23-07:00,5.3261609077454,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",ICE,FROZEN,BUFFER3,Buffer,94,95,Study,User,-,,Study/JOL,BUFFER,4965,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,4,2020-08-17T13:01:25-07:00,2.5994639396667,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",CAMP,ADVENTURE,BUFFER3,Buffer,95,96,Study,User,-,,Study/JOL,BUFFER,2236,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,5,2020-08-17T13:01:27-07:00,2.1957840919495,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",CARROT,POTATO,BUFFER3,Buffer,91,92,Study,User,-,,Study/JOL,BUFFER,1777,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,6,2020-08-17T13:01:30-07:00,3.0936329364777,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",NOODLE,STRING,BUFFER3,Buffer,92,94,Study,User,-,,Study/JOL,BUFFER,2169,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,7,2020-08-17T13:01:35-07:00,4.4283039569855,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",MOAT,CLEAR,Study2,U,169,115,Study,User,-,,Study/JOL,"Study Phase",4083,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,8,2020-08-17T13:01:37-07:00,2.4587020874023,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",CAT,PANTHER,Study2,B,126,108,Study,User,-,,Study/JOL,"Study Phase",2117,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,9,2020-08-17T13:01:39-07:00,2.1165750026703,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",ELEMENT,CARBON,Study2,S,141,161,Study,User,-,,Study/JOL,"Study Phase",1764,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,10,2020-08-17T13:01:42-07:00,2.6963179111481,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",PHONE,COMMUNICATION,Study2,S,149,154,Study,User,-,,Study/JOL,"Study Phase",2299,,,-1,-1,,,,1
w10065817_CEB,esbt7ntuf0,Nick_Dissertation_EX1,1,11,2020-08-17T13:01:46-07:00,3.6823511123657,2,versionA_stim.csv,READVersionB.csv,"Read Version B","Dissertation, read only version B",BOTH,OUNCE,Study2,U,172,123,Study,User,-,,Study/JOL,"Study Phase",3301,,,-1,-1,,,,1
